Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
France,FRA,11169.64724,11598.67953,12257.7593,12884.01704,13587.67167,14089.58455,14670.50051,15234.3647,15767.28334,16738.16766,17605.63897,18377.86891,19041.78973,20091.19401,20813.4449,20498.34808,21291.98899,21925.8324,22687.61151,23378.29499,23618.39962,23733.59357,24187.09477,24356.65929,24600.99236,24870.50582,25319.31509,25830.23898,26912.18121,27938.46976,28617.44357,28664.13188,28977.8889,28670.88633,29237.53551,29745.12873,30057.96555,30650.74448,31633.14775,32546.93405,33592.46683,34009.8624,34146.30627,34183.66334,34893.52981,35208.8558,35821.87199,36464.95927,36354.65866,35129.36224,35638.12156,36244.18716,36182.15113,36203.19087,36378.61866,36652.92231,36956.7958,37694.0833,38259.69777,38832.0242,35806.61789,38002.19424,38816.47928
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44678.66958,42740.25394,42510.34665,44108.58035,47197.67409,49933.35032,52595.02543,52726.68738,52762.42872,53822.9099,54506.38707,56099.96896,54248.5498,56856.68539,59699.20083
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,2413.417838,2377.976171,2383.597208,2421.52586,2466.076345,2601.123567,2640.538206,2771.012726,2684.94359,2834.630123,2733.100628,2559.409442,2625.915211,2658.8326,2783.116177,2837.372548,2851.772051,2901.44992,2821.341879,2891.873288,2906.269003,2872.934132,2825.095854,2878.111386,2950.798726,3036.448494,2970.265188,2851.035434,2774.694714,2891.322103,2905.061452,2969.339334,2962.238581,2984.930124,2883.493871,2799.527103,2751.268661
Gabon,GAB,3304.691632,3748.952243,3978.992592,4167.211049,4298.586353,4591.270721,4727.335596,4846.113464,4888.233758,5183.783516,5515.177414,5956.281975,6497.312189,7012.41431,9575.903292,11165.45181,14801.34115,12636.07076,9365.343731,9177.128345,9174.080738,9392.925877,8863.576886,9112.391764,9534.277455,9061.080192,8744.675536,7047.760491,7735.555379,8167.950119,8360.263031,8634.419934,8146.195543,8245.591508,8331.049832,8524.419156,8613.580568,8882.402879,8963.204979,7959.064796,7611.835714,7574.114915,7357.566714,7322.606141,7171.683533,7155.365485,6750.050849,6937.485134,6497.481239,6295.199055,6514.731163,6735.082879,6840.948612,6977.770269,7039.682149,7090.454634,7038.577278,6893.384327,6786.89035,6893.323105,6619.688603,6581.22741,6637.066106
United Kingdom,GBR,14914.88076,15198.15342,15235.9237,15859.44911,16628.57608,16876.01736,17047.25246,17428.15838,18287.2057,18561.72829,19284.48692,19877.15982,20665.99606,21971.72431,21412.35121,21098.37436,21717.73594,22258.81983,23193.39543,24041.33802,23524.83697,23331.3957,23805.36267,24801.93163,25324.60262,26315.12865,27081.34897,28481.14927,30047.00885,30741.37384,30874.50893,30439.64586,30479.197,31163.27534,32279.53374,33009.30415,33775.5009,35347.76354,36448.26422,37440.79406,38918.45506,39768.66635,40310.30494,41385.54047,42149.27034,43007.36292,43711.15502,44508.6058,44060.0031,41709.96617,42310.74991,42462.10673,42805.84252,43282.20975,44337.67864,44964.39114,45482.17829,46373.63853,46740.55359,47240.59962,42191.91737,45889.61102,47923.48224
Georgia,GEO,,,,,,1796.138101,1909.528094,2009.070067,2079.651611,2158.727172,2395.6493,2429.428989,2473.218594,2610.459386,2815.838612,3001.441222,3161.575817,3356.6575,3585.036373,3821.0277,3962.348293,4136.986023,4184.21267,4326.02626,4522.018453,4704.060217,4281.294802,4300.531707,4494.725662,4160.378881,3546.092394,2778.253629,1519.007208,1065.715861,969.6949377,1033.004061,1191.159016,1359.367634,1436.685326,1508.628589,1566.531264,1667.477145,1774.603598,1984.207608,2112.222226,2329.527739,2563.495646,2901.050402,2980.254377,2897.077258,3100.164749,3355.163643,3596.852848,3738.13282,3902.331071,4014.111651,4128.309196,4327.64749,4539.003515,4773.334964,4447.581935,4931.732445,5438.604177
Ghana,GHA,1107.988683,1114.148642,1132.504338,1154.333178,1151.738113,1139.535293,1064.899752,1071.406989,1049.546491,1085.290771,1159.638305,1187.04332,1125.742662,1125.616945,1168.581871,994.1550192,931.758153,925.0873342,973.137191,919.6288788,896.7450472,840.6946995,759.3573385,702.423642,742.6688969,762.8190667,784.0859689,802.2115467,826.5183707,846.5829093,852.4215567,874.9860751,886.6527535,907.1963481,915.2893077,931.1804337,951.9227951,968.8460383,990.175027,1008.833684,1020.162204,1033.121359,1050.344019,1075.371878,1105.685636,1140.186427,1181.558981,1201.210818,1277.822996,1306.185146,1374.985027,1530.359335,1631.919362,1708.828005,1715.823963,1711.271317,1728.097077,1827.273918,1899.808422,1981.61375,1951.064469,2009.359083,2031.428339
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,522.1480418,525.5351004,544.0676685,551.187861,555.29545,547.277226,547.2721132,557.4254627,562.316641,571.9827514,580.8000659,598.4561102,608.6440228,617.7513982,620.9044564,635.331826,657.8567571,651.305257,652.50422,658.8943813,653.1193781,681.8281758,693.1141054,668.8147425,683.9845848,704.7373237,728.3684373,738.8405928,747.3634109,756.4255898,816.8470793,878.1792715,910.6526419,937.7031315,959.431973,972.7790298,994.4369972
"Gambia, The",GMB,,,,,,,537.3674905,522.5479369,556.5063517,553.9300556,571.2860525,554.5622493,539.8013467,572.4406091,588.3496435,641.8407795,668.322498,670.0595689,690.1114143,659.2178682,677.7084107,677.3532154,649.9286488,695.9402732,695.0038558,664.2634128,665.7547493,656.3039896,659.3360893,671.0446035,667.6238221,661.1002094,656.9906265,652.9383593,633.5704196,620.4930816,615.9839026,627.5563464,630.7529454,651.7491895,667.9653792,686.6876858,645.7017321,670.6609409,697.4724524,661.3219111,638.0769465,637.5310007,656.7039095,679.0036124,697.1625678,620.9482229,633.5827209,632.1971516,605.033694,611.6712191,606.3162003,618.4807687,645.9381872,668.6351226,655.5761192,666.4710868,678.3617221
Guinea-Bissau,GNB,,,,,,,,,,,616.0287954,589.1103538,625.1416378,624.4798181,631.618629,643.9364355,635.8784681,554.2542955,589.3221966,581.1236312,482.6246737,561.1971662,575.4559442,547.1297054,587.6622334,602.7087526,588.7445707,596.4960567,614.2279867,641.3862969,669.8077931,689.585555,677.3730255,669.4401255,670.0301477,682.2275198,745.7581658,779.3110764,550.0900427,545.4120523,563.6243105,563.8086042,545.9668174,536.5610173,538.5425228,548.2073658,547.2321748,550.8764958,554.0634929,558.1920849,569.0176261,599.0452018,573.2171985,576.1798874,566.5355786,585.9570126,607.1663368,627.6169372,620.7710304,633.7257459,604.5951481,613.898112,621.8522261
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,467.5463475,470.4719676,452.2141202,445.2282137,423.0346044,451.8972447,420.3713435,420.5062339,414.8504734,394.369789,373.179618,355.9148815,462.1760866,494.5237293,555.8467554,628.8802503,1008.32838,2424.828517,2886.153063,3486.79895,3941.663536,6132.847317,6987.942671,7604.480723,10028.35438,11188.44858,11508.92596,12660.90551,14222.54889,13740.84002,11933.31108,12155.81878,12625.29597,11614.00295,11200.81072,9788.983804,8594.450219,7818.05359,7079.650526,6472.070883,5995.905845,5870.40139,5945.201681
Greece,GRC,5030.743562,5650.01778,5636.945767,6281.294459,6847.469102,7549.407366,7980.604827,8364.663124,8909.084495,9903.047394,10726.71543,11517.73852,12605.74918,13564.11489,12644.18498,13323.56426,14017.06672,14242.78385,15078.16184,15380.09565,15332.89431,14959.92756,14699.58713,14456.69078,14674.07194,14984.03162,15011.8627,14623.7875,15195.54497,15690.87869,15525.7741,15816.08041,15805.59443,15461.4829,15691.94542,15946.75512,16331.04687,16979.40283,17543.23776,18013.06323,18642.72127,19312.30307,19996.4651,21104.74144,22118.05999,22185.42455,23369.15043,24072.79182,23928.50196,22839.24854,21560.35335,19400.80773,18123.6711,17796.25767,18000.41846,18083.87791,18070.78073,18304.30768,18647.49572,19017.99643,17283.24572,18960.89058,20287.7253
Grenada,GRD,,,,,,,,,,,,,,,,,,3061.754119,3242.732202,3444.850964,3441.024679,3479.727,3573.99635,3641.840644,3717.238426,3901.99399,4169.572274,4562.190109,4731.4988,4942.080465,5149.573002,5183.711884,5074.379429,4919.813947,4954.593066,5017.016591,5200.403178,5424.855074,6025.303006,6403.386125,6678.307413,6512.592364,6718.090015,7319.465525,7220.547712,8124.412907,7748.233206,8168.45103,8190.647564,7596.902706,7505.713231,7505.265186,7354.973603,7461.400736,7939.502066,8379.621847,8621.538901,8933.108249,9252.554034,9247.898382,7915.138714,8223.186698,8688.547802
Greenland,GRL,,,,,,,,,,,15375.18666,17088.68445,17731.07503,18667.31282,19533.19875,19619.79418,20747.14969,22714.63914,24179.20627,25149.9887,27005.32597,26758.55572,25327.60842,25901.47398,24280.25812,24931.49685,26551.2406,27705.0621,28883.81815,30528.80156,26805.5497,26823.37838,25544.29926,24303.89829,25604.59569,26416.5165,26772.61381,27117.37329,29169.04658,29570.96234,31614.61883,31930.59543,31475.82125,32779.88151,34953.94937,36681.80559,38829.53641,39896.87536,42527.66685,42899.7442,43198.03236,42994.87909,43655.70047,43338.38392,45545.14294,44536.35497,46561.78314,46597.94525,47012.98604,48170.7897,48139.5826,48514.52713,
Guatemala,GTM,1854.789665,1878.541968,1888.699576,2009.31834,2042.451202,2071.636654,2125.379208,2152.873825,2279.867764,2326.818814,2398.718594,2471.775289,2590.83037,2702.948986,2810.10782,2800.958259,2941.271197,3100.406593,3181.281371,3252.584266,3291.730582,3228.295466,3032.227774,2875.090396,2811.285675,2718.251753,2647.952509,2666.92829,2695.086568,2725.101411,2733.861238,2758.67342,2817.225627,2854.127405,2896.217769,2965.885979,2981.115041,3038.707551,3115.971323,3160.073338,3195.388078,3192.302352,3239.560829,3250.834756,3282.31464,3320.157565,3427.67155,3573.592633,3620.82337,3570.295842,3606.423482,3688.858936,3731.668472,3802.146352,3903.051966,3994.629085,4034.150577,4091.259983,4163.476302,4263.708444,4124.143539,4388.724072,4504.129223
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29531.10131,29640.89325,31446.57205,32507.51749,31273.5773,31481.05247,32128.97223,32298.34765,32964.24536,32841.67229,33392.68538,33822.59302,34328.5632,34522.37793,34509.60065,34763.08114,34472.9594,35378.95577,31236.07975,31325.3963,
Guyana,GUY,2720.063714,2767.277394,2722.748804,2327.364902,2529.594432,2734.956799,2821.524514,2891.686913,2875.224525,3031.982117,3119.135607,3177.291816,3037.459073,3042.102663,3241.628091,3479.407198,3495.549735,3368.336101,3276.380971,3191.847419,3231.776126,3273.776309,2842.132136,2653.395594,2527.643259,2599.473246,2590.016835,2629.743233,2550.163607,2442.664559,2386.057159,2540.872048,2734.675001,2949.563057,3191.165759,3342.172075,3599.048241,3813.194705,3741.804575,3845.874085,3788.241405,3870.729819,3911.924387,3885.970691,3947.438338,3874.06814,4079.999882,4384.073927,4475.049401,4654.515236,4868.694513,5147.160761,5420.664847,5592.737249,5659.081803,5668.429765,5852.81165,6038.253388,6127.679107,6348.68368,9126.791425,10857.31954,17646.21592
High income,HIC,11275.80767,11617.47247,12128.66995,12614.39132,13254.69919,13823.57379,14483.67323,14951.037,15680.76816,16352.19414,16705.27575,17151.35811,17916.48838,18862.9316,18888.74854,18706.39464,19507.21255,20117.92398,20796.13053,21465.53058,21565.85652,21811.69635,21594.18061,22047.04414,22935.68434,23601.09342,24209.9007,24885.63302,25887.92347,26693.43504,27301.05803,27439.9224,27800.56575,27970.35651,28696.12181,29319.03295,30008.69675,30862.37458,31554.04619,32449.3811,33587.37646,33886.2898,34200.879,34737.22188,35702.62831,36493.96412,37341.37843,38043.04015,37934.60009,36428.33339,37291.23377,37856.16314,38173.46889,38525.86619,39110.58033,39811.48018,40309.25997,41068.22672,41826.45468,42383.21489,40445.47143,42735.4871,43816.77953
"Hong Kong SAR, China",HKG,,3956.005082,4333.819952,4847.298248,5139.775221,5739.551572,5791.059019,5737.076263,5807.347026,6363.701476,6782.661599,7122.073599,7728.270789,8435.868173,8370.819545,8253.995322,9468.505159,10427.1204,11085.81986,11709.19006,12553.07897,13397.2711,13579.99961,14174.66498,15435.93743,15386.62947,16876.23638,18945.70351,20386.22191,20635.5336,21357.25108,22388.60684,23585.64355,24621.645,25526.45901,25620.02759,25551.38807,26631.81033,24856.79744,25237.66192,26933.25019,26885.4245,27210.0679,28097.09707,30304.2895,32401.35463,34457.99588,36371.63853,36924.01709,35938.55667,38089.98661,39656.31281,39887.81273,40959.97105,41796.84057,42432.16197,43087.54139,44380.80232,45280.4865,44195.26234,41451.28672,44525.59296,43369.7143
Honduras,HND,1197.05629,1184.336328,1216.829808,1224.351618,1253.747541,1327.81998,1358.996451,1398.975092,1448.365449,1415.548886,1423.992853,1437.114481,1474.410229,1543.100118,1480.507686,1467.559857,1571.48766,1681.079345,1726.562567,1767.481251,1723.831533,1651.300759,1568.755476,1536.238485,1585.86434,1627.072074,1665.274818,1726.066391,1707.547227,1705.732441,1704.928897,1602.773509,1653.079544,1711.756831,1668.017648,1722.533042,1706.689007,1736.479058,1751.93839,1693.723105,1768.253905,1768.289976,1787.098935,1821.150379,1887.085324,1953.326123,2033.071108,2110.047332,2151.201561,2054.384112,2087.252271,2124.187516,2169.15629,2187.833433,2213.440507,2257.225284,2303.878504,2373.79156,2423.27606,2446.108097,2190.974369,2428.031947,2487.705612
Heavily indebted poor countries (HIPC),HPC,748.6490676,728.7064678,763.8089922,765.6948147,768.8493482,779.5974566,778.5199761,772.3821385,784.4914835,799.1738831,813.1559695,826.2346581,814.7457957,818.7283415,843.0762264,842.3768769,858.798754,870.285283,862.1415035,840.2701568,823.4391082,833.2762064,820.654434,803.7080228,788.4384316,775.6554584,780.1918279,788.4280667,775.0824781,772.2789063,747.2904478,734.5734743,710.0872501,693.677206,674.1555594,688.5691186,703.744589,727.2299033,731.8011402,733.0673627,734.8397747,744.2966109,748.4440912,755.8309201,775.8869501,796.0345834,819.1438926,840.2251724,861.9609161,864.8144184,890.8678379,900.1054396,897.9167415,921.2694788,947.0156133,963.3180678,977.1645396,994.7806333,1004.414791,1016.977909,990.5854378,1002.138309,1020.485109
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7305.939776,7854.745094,8380.115881,8573.680355,8537.103906,8876.615724,9512.708433,10060.47855,10620.80431,11061.66138,11523.29783,12105.46878,12722.60388,12980.08045,12055.84559,11933.01878,11964.35844,11720.17232,11706.22496,11703.97887,12098.51203,12617.30604,13203.81924,13698.0548,14242.45567,13075.34717,15524.74339,16610.31809
Haiti,HTI,1716.037591,1634.7994,1731.266775,1668.519784,1612.059896,1616.856302,1578.51926,1517.287164,1537.368188,1567.280254,1549.119432,1619.881006,1606.489385,1653.047583,1717.329184,1704.787037,1814.037465,1845.442421,1922.170879,2027.255216,2134.257107,2032.511259,1920.898418,1899.544399,1867.219263,1840.71117,1794.331771,1743.645478,1711.221732,1627.277539,1610.654941,1608.263811,1493.336667,1385.357145,1196.961772,1291.07739,1319.746901,1330.683691,1335.136267,1346.590526,1333.727172,1305.497775,1296.410671,1318.594144,1279.546588,1297.085988,1298.034876,1336.832329,1350.23348,1406.935035,1312.284856,1363.748835,1349.68925,1387.111167,1406.412235,1405.714786,1411.14311,1426.633692,1430.818777,1387.514913,1324.283286,1284.477935,1247.89239
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7589.901968,7360.213656,7326.160507,7552.404674,7675.578171,7695.110537,7952.983132,8282.39886,8560.969094,8967.696269,9354.480751,9825.943199,10255.61011,10792.73743,11278.61603,11741.94768,11792.77129,11932.0384,11162.05597,11307.7162,11551.49893,11466.14191,11705.00925,12233.29937,12717.0386,13035.35286,13628.40449,14377.42416,15083.59917,14430.47683,15517.04945,16336.24113
IBRD only,IBD,975.42598,975.2443171,987.4980521,1009.316072,1065.620827,1104.422282,1138.714313,1159.042308,1200.497093,1264.712479,1331.390472,1383.23006,1442.154975,1511.871209,1563.036245,1604.575322,1669.320987,1713.712194,1751.937404,1802.00878,1860.966486,1873.859524,1891.575613,1889.335859,1948.647471,1997.983816,2040.618963,2104.70822,2149.32273,2178.29755,2182.507846,2172.630489,2175.448178,2225.134559,2272.954163,2330.92991,2425.313423,2520.615205,2554.386355,2617.04554,2738.100217,2804.185384,2899.29538,3037.945237,3234.65065,3430.216217,3676.486273,3966.440156,4158.872883,4231.99426,4517.34095,4756.837989,4963.364218,5166.261139,5356.715227,5536.382163,5732.469289,5976.120367,6217.188417,6412.946577,6282.091623,6713.281396,6927.55023
IDA & IBRD total,IBT,938.3243877,936.0392369,950.635984,971.3819111,1020.291259,1054.595541,1079.843527,1088.033336,1123.223807,1184.788616,1251.177666,1299.797456,1345.799442,1404.753047,1454.667435,1482.331441,1540.231321,1578.780263,1605.220104,1646.061813,1694.057483,1697.101099,1704.732189,1694.781466,1738.234666,1778.310768,1811.308702,1862.569578,1900.067673,1921.05481,1924.880286,1914.064415,1913.525926,1947.707394,1980.370017,2025.466937,2101.33817,2176.372595,2201.711754,2248.474058,2342.337271,2393.189919,2468.524733,2576.676862,2733.365409,2887.796267,3080.30428,3305.008973,3452.370624,3508.071902,3727.510448,3905.343807,4055.366739,4210.023542,4356.060599,4486.333989,4626.866103,4803.411812,4977.31366,5114.347648,4991.696022,5298.652413,5443.300485
IDA total,IDA,724.1050991,714.597764,738.3672798,753.5621144,769.708316,784.0666086,771.4531874,730.3421058,738.8248633,786.5683165,848.235628,880.9781811,872.6746244,886.2073759,929.8719247,903.1529869,932.989708,949.3434019,932.3790821,939.7980556,947.6793468,917.9873922,893.0097565,861.3784446,850.223722,860.327571,862.8263013,871.3944156,887.1822844,885.8641278,896.8891686,891.5512085,888.4350147,874.0585321,860.6911572,869.4785602,889.042779,902.1554857,910.6419671,914.5962777,927.3607134,942.5872623,968.5693006,991.7799868,1032.921983,1071.194653,1109.880297,1148.291462,1178.410029,1207.961841,1252.277891,1272.301481,1280.951141,1319.192142,1362.420435,1379.210602,1393.905721,1417.034807,1444.804779,1467.095359,1423.030547,1451.315163,1479.461866
IDA blend,IDB,958.2739604,947.9682861,965.3450548,1016.392024,1042.480708,1074.188814,1044.261554,937.7542879,934.9301064,1054.318607,1211.295088,1305.417138,1323.428666,1361.535513,1437.384887,1368.185374,1413.309276,1443.612912,1393.876465,1431.569457,1459.363442,1348.684174,1290.299215,1215.322633,1200.789544,1236.716305,1234.07154,1242.748748,1282.632073,1283.349021,1326.639665,1314.884265,1320.189603,1284.142572,1261.98072,1253.759243,1276.856672,1268.284605,1269.149051,1263.631195,1275.53147,1295.581638,1352.177356,1386.966869,1457.433032,1512.299207,1563.907442,1613.092362,1640.631808,1697.292128,1753.526692,1790.09877,1827.235613,1887.918665,1953.858625,1987.567534,1990.768828,2002.27334,2038.003927,2052.293399,1982.04987,2040.184836,2081.302031
Indonesia,IDN,597.1474028,614.504129,608.8708041,579.0168414,582.9756509,574.8178081,577.1514122,570.2529991,615.8182647,640.1724687,670.1360337,698.3062004,728.029691,766.8030856,801.4775469,825.3391251,862.0387114,910.6672881,949.8787712,993.5164065,1067.172024,1124.618193,1123.649988,1146.727817,1198.460064,1202.353391,1246.579724,1283.962692,1330.95344,1408.502483,1483.638032,1556.806664,1629.847978,1706.952365,1805.603885,1922.352118,2039.362989,2101.254149,1797.083922,1784.333595,1845.227801,1885.679751,1943.644928,2009.489784,2083.882509,2174.915221,2264.935733,2377.254993,2487.611297,2569.874213,2695.86817,2826.480441,2959.514478,3086.323117,3203.484287,3322.581679,3453.04943,3591.780028,3741.305267,3892.421662,3780.121634,3892.962371,4073.610494
IDA only,IDX,,629.8728287,658.8476412,655.0279867,666.6848929,672.2896445,668.5009672,661.2556676,676.542419,687.8165804,700.5763251,700.699804,676.5011572,676.7368303,704.4922277,698.5464039,719.9601114,727.5993187,726.7406906,715.7992816,708.7880769,719.2132174,709.2665537,699.1723047,688.9338596,684.3608076,688.4089069,695.8885952,696.8528859,693.0125512,684.9838284,681.7920667,674.0845668,671.2851573,662.1857606,679.5596209,696.9561648,720.9637673,733.0019488,741.5296856,754.128744,766.2017768,776.3215166,793.9873394,820.2140547,850.1999268,882.5698693,915.5867323,946.8984109,962.2900992,1000.026904,1011.304482,1005.567367,1032.620409,1064.686802,1073.597435,1095.119966,1125.067221,1149.702142,1176.823419,1146.443808,1160.561545,1182.677984
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,18311.36795,18423.49731,21846.01212,23681.65656,26053.02654,27382.7448,28063.19123,28143.74806,28152.21906,28719.55494,29707.00964,30828.30467,32959.00107,35394.20001,39663.50055,44529.06107,46334.3409,48301.99309,50774.9957,53299.43251,55545.05169,58275.57724,62126.78166,66068.1937,68547.37316,69212.00302,70785.76836,71754.66439,77006.49372,80380.8989,84774.41828,84753.45673,90801.10413,93232.58417,95074.37475,95137.2757,86614.11562,,
India,IND,305.7892575,309.9466903,311.7411949,322.8856342,339.0573141,322.823222,315.7759852,333.3168933,337.2158004,351.4400046,361.4861218,359.3688763,349.5080817,352.989656,349.1984451,372.7127029,370.6327345,388.8385692,402.0547122,372.6163022,388.8227791,402.9015182,407.5856197,427.5276958,433.9316671,446.5773324,457.5653912,465.3072242,499.0846481,517.4203321,534.4840996,528.898177,546.4410205,560.7985718,586.1754576,618.1392879,651.9583566,665.4661076,693.4085048,740.9162333,755.482294,777.7336603,793.1009618,840.8180443,892.3821035,947.7634353,1008.667137,1070.131538,1087.583036,1156.880666,1238.014727,1285.283034,1337.476111,1404.545346,1490.028508,1590.174331,1701.184238,1795.91185,1891.138435,1944.314848,1813.534553,1961.960889,2089.734383
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,12100.73159,12374.98812,12983.69605,13380.37707,13721.20288,14260.78132,14243.11239,15205.33635,16068.49653,16343.09314,16653.59115,17007.03002,17231.69676,17068.16655,17701.34092,18218.35017,18132.07467,18975.6226,20051.23237,21301.23437,23085.21414,23395.77925,24013.56992,24537.20767,25847.43843,28192.77549,30034.69797,33012.33363,35533.65189,38835.0409,41924.29325,43451.37305,45245.80851,45856.34963,48081.96811,49746.05646,50838.07676,52012.04541,48677.2172,45729.90323,46246.84509,46635.34459,46377.92169,46676.25849,50427.32967,62179.26427,62566.79784,67652.01992,72478.83824,75281.92153,79441.70868,90589.19673,97316.87751
"Iran, Islamic Rep.",IRN,2348.429917,2522.308736,2646.980648,2753.708496,2901.087084,3296.423027,3569.706303,3859.757335,4293.816556,4822.20338,5197.605513,5743.415584,6393.164646,6675.96612,6860.918296,6638.43152,7622.344734,7190.912294,6073.006985,5169.023978,3914.121006,3512.806445,4120.734159,4418.726751,3959.315273,3893.510146,3394.254753,3279.251307,2986.998135,3079.578663,3363.51012,3647.571114,3680.217876,3602.815105,3528.030692,3564.661773,3741.581358,3738.567341,3757.343086,3772.355937,3927.709223,3953.479698,4231.478908,4554.593873,4675.940805,4748.030254,4908.959952,5232.703549,5174.354771,5155.85725,5378.717711,5450.938213,5180.086027,5027.484717,5178.900707,4990.936795,5332.101032,5401.455937,5233.282054,5017.117215,5141.084776,5344.958025,5507.533395
Iraq,IRQ,,,,,,,,,1280.012172,1276.829544,1289.328883,1312.65695,1316.02131,1328.061512,1491.171369,1623.35928,1841.661482,1815.987722,2056.176573,2407.513889,2911.17326,2804.929536,2820.952305,2380.414848,2272.880521,2250.769305,2297.853858,2443.610474,2387.1517,2252.346874,3511.166527,1249.067952,1607.587552,1995.728632,1975.178907,1949.578297,2095.373663,2461.728576,3215.740702,3659.353391,4138.18794,4079.111851,3626.353393,2227.969153,3320.37891,3277.11191,3437.36336,3532.080547,3749.765773,3739.455446,3854.688356,4003.052599,4360.745624,4479.470419,4333.82399,4416.942924,4903.823258,4702.400484,4710.976149,4854.386496,4170.392048,4141.388178,4335.783132
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34188.35059,35557.27725,37302.66803,39622.60698,40725.88604,42174.66506,43288.0763,43143.46058,43763.77561,46766.01687,48850.76586,50731.69069,53646.36902,53821.47082,49527.39883,48193.7014,48933.54566,49191.57442,50946.81626,51233.24405,52951.68151,55513.6423,56501.45768,57697.80442,57493.41953,52486.03905,53960.10337,56429.29978
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25872.23042,26698.23157,27026.48143,27502.57385,27704.0216,29321.3254,28733.94126,28128.84607,28010.60746,28836.51318,29503.90146,30605.156,31880.34505,32337.19771,31852.2672,33048.55459,34247.62328,34491.16011,35348.30685,36035.25775,36206.52222,37109.02182,37953.04046,38744.16044,39591.36876,38176.75434,40772.97049,42710.77822
Italy,ITA,9687.647006,10412.90484,10984.31067,11516.17676,11741.37937,12023.41272,12644.32138,13454.27585,14244.52546,15027.85749,15736.18363,15947.72206,16442.65799,17495.28505,18337.16058,17846.97455,19023.50417,19427.91106,19986.06258,21115.91946,21795.25452,21952.88486,22027.35453,22276.81238,22990.29033,23626.74927,24301.14338,25074.26732,26113.35552,26977.93266,27490.63204,27894.24279,28107.85903,27851.12136,28444.41025,29265.08905,29627.48695,30153.77518,30690.91172,31184.61639,32350.90437,32963.67061,32998.20319,32897.39078,33150.47622,33257.7698,33751.70002,34081.09033,33530.36014,31615.27081,32058.17399,32229.45679,31184.55843,30257.62743,29979.91872,30242.38614,30685.6459,31244.2271,31593.48026,32114.29986,29375.03734,31981.68071,33281.33667
Jamaica,JAM,,,,,,,3971.267717,3993.921567,4172.931501,4351.7541,4812.562072,4860.137562,5648.070248,5255.862792,4958.236025,4875.879419,4490.313449,4319.527133,4264.172212,4166.002243,3875.329165,3920.501919,3941.683821,3957.247672,3842.327625,3683.772152,3714.485462,3971.14935,4096.431244,4355.9482,4503.50415,4682.56215,4729.60385,5123.461501,5141.81389,5209.815947,5155.564254,5052.760573,4893.406612,4907.146714,4920.070218,4961.171892,5035.635197,5195.08599,5238.173828,5259.644183,5386.377766,5440.124862,5375.761644,5121.338492,5025.493529,5089.605232,5033.35863,5035.12864,5049.08043,5077.550984,5132.226836,5172.916068,5264.196467,5307.510359,4769.693608,4976.359724,5236.790259
Jordan,JOR,,,,,,,,,,,,,,,,,2946.063828,3094.641941,3439.687882,4021.195661,4311.989153,4856.131603,4981.99791,4661.358319,4648.548539,4322.914259,4357.66897,4259.391944,4126.634998,3512.781795,3332.360172,3214.380206,3485.045393,3454.805812,3454.982187,3521.052307,3477.169726,3497.361297,3520.353715,3561.475342,3635.292158,3747.464938,3879.883749,3951.041046,4183.851054,4408.270261,4453.653829,4521.653171,4731.612829,4861.126992,4865.469773,4872.99656,4920.865179,4732.387221,4348.236659,4064.25301,3949.610785,3947.97167,3929.687185,3909.250017,3784.762523,3845.856975,3891.212227
